Density_min-max,density_o_min-max,Altitude_min-max,Kp_min-max,DSTIndex_min-max,Flag(***)_min-max,apindex_min-max,la_min-max,lo_min-max,local_solar_time_min-max,Unnamed: 0,Density,density_o,Altitude,la,lo,local_solar_time,Magnitude of Average Field Vector,ProtonDensity ,Kp,DSTIndex,Flag(***),apindex
0.263848721,1.22E-46,0.227344876,0.084337349,0.764940239,1,0.016759777,0.987087027,3.03E-31,0.43519451,10305,1.64E-13,1.79E-13,444323.0499,87.30332974,122.3979696,10.44479146,3.2,2.2,7,-17,0,3
0.261067853,1.18E-46,0.226159618,0.204819277,0.760956175,1,0.033519553,0.996281857,2.97E-31,0.484517596,10306,1.14E-13,1.75E-13,444267.9618,87.36160242,116.7741245,11.62852679,3.3,1.8,17,-18,0,6
0.263904338,1.21E-46,0.224890835,0.204819277,0.77689243,1,0.033519553,0.976298999,2.50E-31,0.419889001,10307,1.65E-13,1.78E-13,444208.9916,87.23496009,70.25335736,10.07746506,3,2.2,17,-14,0,6
0.264738598,1.40E-46,0.223859817,0.036144578,0.788844622,1,0.011173184,0.997936118,2.44E-31,0.468300498,10308,1.80E-13,1.97E-13,444161.0722,87.37208638,64.30135865,11.23932261,2.6,2.7,3,-11,0,2
0.264794216,1.19E-46,0.225979687,0.036144578,0.792828685,1,0.011173184,0.979002208,2.39E-31,0.516931873,10309,1.81E-13,1.76E-13,444259.599,87.25209181,58.42852052,12.40645714,2.3,2.9,3,-10,0,2
0.262347052,1.29E-46,0.226711254,0.084337349,0.788844622,1,0.016759777,0.995055449,1.92E-31,0.451973208,10310,1.37E-13,1.86E-13,444293.6006,87.35383,11.78894766,10.84747385,1.1,2.9,7,-11,0,3
0.264627364,1.35E-46,0.226240158,0.084337349,0.784860558,1,0.016759777,0.988994699,1.86E-31,0.501109792,10311,1.78E-13,1.92E-13,444271.7051,87.3154197,6.097992661,12.0267332,2.9,2.7,7,-12,0,3
0.264571746,1.45E-46,0.22449826,0.204819277,0.780876494,1,0.033519553,0.98790688,1.39E-31,0.435417023,10312,1.77E-13,2.02E-13,444190.7456,87.3085256,-40.80584264,10.4501317,2.1,2.9,17,-13,0,6
0.265795328,1.56E-46,0.225615302,0.204819277,0.792828685,1,0.033519553,0.995667369,1.34E-31,0.4847283,10313,1.99E-13,2.13E-13,444242.6632,87.35770807,-46.43389798,11.6335836,2.3,3.1,17,-10,0,6
0.270411568,1.76E-46,0.22591545,0.036144578,0.788844622,1,0.011173184,0.977714941,8.70E-32,0.419983118,10314,2.82E-13,2.33E-13,444256.6134,87.24393369,-92.99659496,10.07972383,2.1,3.2,3,-11,0,2
0.267352614,1.62E-46,0.227211192,0.036144578,0.780876494,1,0.011173184,0.998055226,8.11E-32,0.468567613,10315,2.27E-13,2.19E-13,444316.8366,87.37284123,-98.88627394,11.24573325,2.7,3.1,3,-13,0,2
0.268186874,1.80E-46,0.228211075,0.036144578,0.772908367,1,0.011173184,0.977699774,7.52E-32,0.517201964,10316,2.42E-13,2.37E-13,444363.3089,87.24383757,-104.7579971,12.41293922,2.6,3.1,3,-15,0,2
0.269299221,2.05E-46,0.227824537,0.036144578,0.764940239,1,0.011173184,0.995713161,2.86E-32,0.452400569,10317,2.62E-13,2.62E-13,444345.3435,87.35799828,-151.3409078,10.85773035,2.6,3.1,3,-17,0,2
0.272636263,2.37E-46,0.228914823,0.120481928,0.752988048,1,0.022346369,0.987895474,2.30E-32,0.501739236,10318,3.22E-13,2.94E-13,444396.0175,87.30845331,-156.9590646,12.04183962,2.4,2.7,10,-20,0,4
0.273414905,2.47E-46,0.23102758,0.120481928,0.756972112,1,0.022346369,0.989197462,3.36E-31,0.436080425,10319,3.36E-13,3.04E-13,444494.2137,87.31670472,156.1493668,10.4660531,2.3,2.8,10,-19,0,4
0.266685206,2.26E-46,0.230450594,0.036144578,0.772908367,1,0.011173184,0.994921513,3.31E-31,0.485415304,10320,2.15E-13,2.83E-13,444467.3967,87.35298117,150.5298632,11.65007145,2,3.5,3,-15,0,2
0.270189099,2.34E-46,0.227835743,0.036144578,0.784860558,1,0.011173184,0.979339023,2.84E-31,0.420417236,10321,2.78E-13,2.91E-13,444345.8643,87.25422639,103.8761846,10.0901425,2.7,3.7,3,-12,0,2
0.270467186,2.34E-46,0.225246624,0.036144578,0.792828685,1,0.011173184,0.248541084,9.35E-33,0.659410768,10322,2.83E-13,2.91E-13,444225.5279,82.62275911,-170.5875998,15.8258965,2.4,3.4,3,-10,0,2
0.269911012,2.49E-46,0.226733151,0.036144578,0.796812749,1,0.011173184,0.997948861,2.78E-31,0.469115154,10323,2.73E-13,3.06E-13,444294.6183,87.37216714,98.0273942,11.25887404,2.1,3.7,3,-9,0,2
0.26996663,2.59E-46,0.224915044,0.120481928,0.780876494,1,0.022346369,0.97598611,2.72E-31,0.517503615,10324,2.74E-13,3.16E-13,444210.1168,87.23297714,92.06720766,12.42017871,2.6,3.5,10,-13,0,4
0.269855395,2.42E-46,0.224611071,0.120481928,0.780876494,1,0.022346369,0.996481805,2.26E-31,0.453023101,10325,2.72E-13,2.99E-13,444195.9888,87.3628696,45.59986651,10.87267088,2.5,3.8,10,-13,0,4
0.270467186,2.35E-46,0.227306005,0.120481928,0.816733068,1,0.022346369,0.986840593,2.20E-31,0.50235614,10326,2.83E-13,2.92E-13,444321.2433,87.30176795,39.9797352,12.05664508,3.2,7.9,10,-4,0,4
0.271468298,2.35E-46,0.226881288,0.120481928,0.816733068,1,0.022346369,0.990301305,1.73E-31,0.436718971,10327,3.01E-13,2.92E-13,444301.5034,87.32370038,-6.903983933,10.48137795,3.6,8.2,10,-4,0,4
0.272080089,2.46E-46,0.225150867,0.277108434,0.816733068,1,0.05027933,0.993950198,1.68E-31,0.485903225,10328,3.12E-13,3.03E-13,444221.0773,87.34682542,-12.57766558,11.66178137,4.3,10.8,23,-4,0,9
0.270300334,2.34E-46,0.225415735,0.277108434,0.812749004,1,0.05027933,0.980599807,1.21E-31,0.420707508,10329,2.80E-13,2.91E-13,444233.3878,87.26221667,-59.30245301,10.09710891,3.7,9.3,23,-5,0,9
0.268020022,2.11E-46,0.226256467,0.397590361,0.804780876,1,0.100558659,0.997714015,1.15E-31,0.469514279,10330,2.39E-13,2.68E-13,444272.4631,87.37067879,-65.11201393,11.26845288,5.4,13.2,33,-7,0,18
0.265739711,2.09E-46,0.227404995,0.397590361,0.804780876,1,0.100558659,0.974328857,1.09E-31,0.517703306,10331,1.98E-13,2.66E-13,444325.8441,87.22247422,-71.14395181,12.42497124,5.1,16.1,33,-7,0,18
0.265517241,1.98E-46,0.228536646,0.518072289,0.756972112,1,0.17877095,0.997136967,6.25E-32,0.453494696,10332,1.94E-13,2.55E-13,444378.4407,87.36702172,-117.5133648,10.88398899,7.8,8.6,43,-19,0,32
0.267130145,1.84E-46,0.228254905,0.518072289,0.701195219,1,0.17877095,0.98562579,5.69E-32,0.502949372,10333,2.23E-13,2.41E-13,444365.346,87.29406908,-123.0896603,12.07088242,9,6.4,43,-33,0,32
0.266017798,1.95E-46,0.227200488,0.325301205,0.673306773,1,0.067039106,0.991641817,1.00E-32,0.437519382,10334,2.03E-13,2.52E-13,444316.3391,87.33219594,-169.8987459,10.5005875,9.2,5.5,27,-40,0,12
0.267797553,1.90E-46,0.229940799,0.325301205,0.701195219,1,0.067039106,0.993112652,4.46E-33,0.486986182,10335,2.35E-13,2.47E-13,444443.7026,87.34151743,-175.4706588,11.68777191,,6.3,27,-33,0,12
0.265572859,1.78E-46,0.23016643,0.277108434,0.71314741,1,0.05027933,0.982575754,3.18E-31,0.421638974,10336,1.95E-13,2.35E-13,444454.1894,87.27473933,137.7500645,10.11946374,10,7.3,23,-30,0,9
0.264126808,1.64E-46,0.228124782,0.277108434,0.721115538,1,0.05027933,0.997420149,3.12E-31,0.470576225,10337,1.69E-13,2.21E-13,444359.2982,87.3688164,131.9875348,11.29393918,10.4,8.1,23,-28,0,9
0.265461624,1.66E-46,0.227238616,0.445783133,0.725099602,1,0.122905028,0.972054449,3.06E-31,0.518405992,10338,1.93E-13,2.23E-13,444318.1112,87.20806005,125.8263251,12.44183542,10.5,8,37,-27,0,22
0.263904338,1.60E-46,0.225729133,0.445783133,0.74501992,1,0.122905028,0.997510574,2.60E-31,0.454389575,10339,1.65E-13,2.17E-13,444247.9538,87.36938947,79.52616026,10.90546574,10,10.2,37,-22,0,22
0.266295884,1.66E-46,0.224655001,0.120481928,0.749003984,1,0.022346369,0.984138407,2.54E-31,0.50372815,10340,2.08E-13,2.23E-13,444198.0306,87.28464272,73.90812728,12.0895728,10,11.1,10,-21,0,4
0.267241379,1.55E-46,0.227626109,0.120481928,0.752988048,1,0.022346369,0.993067193,2.07E-31,0.438486847,10341,2.25E-13,2.12E-13,444336.121,87.34122933,27.1670234,10.52380631,10.2,12.4,10,-20,0,4
0.268353726,1.64E-46,0.228245096,0.084337349,0.768924303,1,0.016759777,0.992189606,2.02E-31,0.488109296,10342,2.45E-13,2.21E-13,444364.8901,87.33566758,21.65119573,11.71472623,10.3,12.5,7,-16,0,3
0.266907675,1.63E-46,0.22728069,0.084337349,0.788844622,1,0.016759777,0.984147076,1.55E-31,0.422539002,10343,2.19E-13,2.20E-13,444320.0667,87.28469766,-25.20833135,10.14106407,9.5,15.1,7,-11,0,3
0.267630701,1.74E-46,0.226697323,0.120481928,0.820717131,1,0.022346369,0.996832212,1.49E-31,0.47149003,10344,2.32E-13,2.31E-13,444292.9531,87.36509032,-30.96585437,11.31587016,7.2,18.3,10,-3,0,4
0.267630701,1.63E-46,0.226854641,0.120481928,0.824701195,1,0.022346369,0.972386775,1.03E-31,0.407352829,10345,2.32E-13,2.20E-13,444300.2649,87.21016618,-77.30946332,9.776601695,6.7,12.8,10,-2,0,4
0.266462736,1.59E-46,0.227608554,0.036144578,0.824701195,1,0.011173184,0.997735358,9.66E-32,0.455290587,10346,2.11E-13,2.16E-13,444335.3051,87.37081405,-83.43174399,10.92708969,5.8,13.2,3,-2,0,2
0.26429366,1.47E-46,0.228466223,0.036144578,0.828685259,1,0.011173184,0.98249973,9.09E-32,0.50450138,10347,1.72E-13,2.04E-13,444375.1676,87.27425752,-89.09573175,12.10813001,5.1,20.4,3,-1,0,2
0.26323693,1.46E-46,0.228411061,0.036144578,0.84063745,1,0.011173184,0.994276361,4.42E-32,0.439537641,10348,1.53E-13,2.03E-13,444372.6038,87.34889249,-135.736866,10.54902495,5.6,24.8,3,2,0,2
0.266573971,1.54E-46,0.227206691,0.036144578,0.84063745,1,0.011173184,0.991122648,3.87E-32,0.489156806,10349,2.13E-13,2.11E-13,444316.6274,87.32890568,-141.253824,11.73986608,5.4,29.3,3,2,0,2
0.265684093,1,0.228520156,0.084337349,0.84063745,1,0.016759777,0.835515242,3.22E-31,0.338300926,10350,1.97E-13,9.99E+32,444377.6743,86.34273622,141.3093942,8.119382262,6.2,26.1,7,2,0,3
0.265684093,1,0.229275819,0.084337349,0.84063745,1,0.016759777,0.986200523,3.52E-31,0.423819315,10351,1.97E-13,9.99E+32,444412.7958,87.29771148,171.9705015,10.1717911,6.2,26.1,7,2,0,3
0.26679644,1,0.23080917,0.036144578,0.844621514,1,0.011173184,0.996322417,3.47E-31,0.472951307,10352,2.17E-13,9.99E+32,444484.0625,87.36185947,166.2781831,11.35094026,6,24.6,3,3,0,2
0.263737486,1.28E-46,0.229341222,0.036144578,0.84063745,1,0.011173184,0.974851296,3.00E-31,0.40846012,10353,1.62E-13,1.85E-13,444415.8356,87.2257852,119.8072021,9.803176266,6.1,19.6,3,2,0,2
0.261123471,1.39E-46,0.227837563,0.084337349,0.856573705,1,0.016759777,0.997873391,2.94E-31,0.456620967,10354,1.15E-13,1.96E-13,444345.9489,87.37168884,113.7652948,10.9590183,4.4,21.2,7,6,0,3
0.263848721,1.35E-46,0.226922243,0.084337349,0.852589641,1,0.016759777,0.980361774,2.88E-31,0.505501443,10355,1.64E-13,1.92E-13,444303.4069,87.26070812,107.9824579,12.13213114,4.5,17.8,7,5,0,3
0.263459399,1.36E-46,0.225171941,0.036144578,0.848605578,1,0.011173184,0.995164524,2.42E-31,0.440686666,10356,1.57E-13,1.93E-13,444222.0568,87.35452127,61.39501121,10.57660113,6.2,14.8,3,4,0,2
0.265183537,1.27E-46,0.226449322,0.036144578,0.848605578,1,0.011173184,0.989893593,2.36E-31,0.490403163,10357,1.88E-13,1.84E-13,444281.4266,87.32111649,55.91315156,11.76977816,6.9,14.9,3,4,0,2
0.265294772,1.26E-46,0.227689335,0.120481928,0.888446215,1,0.022346369,0.988085544,1.89E-31,0.424965632,10358,1.90E-13,1.83E-13,444339.0596,87.30965789,9.101529998,10.19930229,5.3,26.8,10,14,0,4
0.265850945,1.29E-46,0.227189782,0.120481928,0.888446215,1,0.022346369,0.995525997,1.84E-31,0.474175083,10359,2.00E-13,1.86E-13,444315.8415,87.35681212,3.437149218,11.3803104,6.5,23.9,10,14,0,4
0.265906563,1.32E-46,0.225000418,0.277108434,0.896414343,1,0.05027933,0.976733552,1.37E-31,0.40929204,10360,2.01E-13,1.89E-13,444214.0848,87.23771409,-43.17484742,9.823142028,6.5,22.4,23,16,0,9
0.26323693,1.21E-46,0.226201107,0.277108434,0.860557769,1,0.05027933,0.997747661,1.31E-31,0.457606781,10361,1.53E-13,1.78E-13,444269.8901,87.37089202,-49.16130543,10.98267746,8.8,14.2,23,7,0,9
0.262513904,1.09E-46,0.226935363,0.156626506,0.84063745,1,0.027932961,0.978295383,1.25E-31,0.506269822,10362,1.40E-13,1.66E-13,444304.0167,87.24761227,-55.02237024,12.15057196,7,11.1,13,2,0,5
0.26240267,1.24E-46,0.228100553,0.156626506,0.828685259,1,0.027932961,0.995970963,7.85E-32,0.441654225,10363,1.38E-13,1.81E-13,444358.1721,87.35963211,-101.5380665,10.59982216,6.2,8.7,13,-1,0,5
0.263570634,1.21E-46,0.229328287,0.084337349,0.820717131,1,0.016759777,0.988704814,7.30E-32,0.491444095,10364,1.59E-13,1.78E-13,444415.2344,87.31358254,-106.9934624,11.79476015,5.2,7.4,7,-3,0,3
0.262736374,1.10E-46,0.229147177,0.084337349,0.80876494,1,0.016759777,0.989694376,2.62E-32,0.42608774,10365,1.44E-13,1.67E-13,444406.8168,87.31985394,-153.7758091,10.22623245,5.5,6.4,7,-6,0,3
0.266462736,1.16E-46,0.229526472,0.120481928,0.788844622,1,0.022346369,0.994799289,2.06E-32,0.475622031,10366,2.11E-13,1.73E-13,444424.4456,87.35220657,-159.323193,11.41503662,4.1,6.3,10,-11,0,4
0.264905451,1.11E-46,0.231797299,0.120481928,0.784860558,1,0.022346369,0.979213662,3.34E-31,0.410592345,10367,1.83E-13,1.68E-13,444529.9885,87.25343191,154.0120689,9.854348846,3.4,4.5,10,-12,0,4
0.262235818,1.26E-46,0.231751487,0.084337349,0.792828685,1,0.016759777,0.997594351,3.28E-31,0.459132882,10368,1.35E-13,1.83E-13,444527.8593,87.36992041,148.1069594,11.01930331,3.6,5,7,-10,0,3
0.260789766,1.16E-46,0.22941083,0.084337349,0.804780876,1,0.016759777,0.975761498,3.22E-31,0.507373944,10369,1.09E-13,1.73E-13,444419.0708,87.23155365,142.0940499,12.17707047,2,4.8,7,-7,0,3
0.262124583,1.19E-46,0.227941208,0.036144578,0.804780876,1,0.011173184,0.996598724,2.76E-31,0.442946485,10370,1.33E-13,1.76E-13,444350.7661,87.36361058,95.64614852,10.63083593,2,4.2,3,-7,0,2
0.261846496,1.22E-46,0.226221641,0.036144578,0.804780876,1,0.011173184,0.98702828,2.70E-31,0.492537469,10371,1.28E-13,1.79E-13,444270.8445,87.30295743,90.11921989,11.82100069,1.8,4.3,3,-7,0,2
0.261179088,1.17E-46,0.22529914,0.084337349,0.804780876,1,0.016759777,0.991325272,2.24E-31,0.427295905,10372,1.16E-13,1.74E-13,444227.9687,87.33018982,43.37826082,10.25522794,2.3,4.6,7,-7,0,3
0.263793103,1.14E-46,0.2286528,0.084337349,0.804780876,1,0.016759777,0.994103941,2.18E-31,0.477006575,10373,1.63E-13,1.71E-13,444383.8393,87.34779977,37.89443324,11.44826514,2.2,4.1,7,-7,0,3
0.264349277,1.13E-46,0.228530916,0.036144578,0.824701195,1,0.011173184,0.981492326,1.71E-31,0.411821556,10374,1.73E-13,1.70E-13,444378.1744,87.26787305,-8.826156831,9.883849436,2.4,4.5,3,-2,0,2
0.264126808,1.33E-46,0.226992791,0.036144578,0.804780876,1,0.011173184,0.997152931,1.65E-31,0.460442493,10375,1.69E-13,1.90E-13,444306.6858,87.36712289,-14.70226911,11.05073346,4.2,3.4,3,-7,0,2
0.262847608,1.06E-46,0.227125816,0,0.800796813,1,0,0.973179031,1.59E-31,0.508275518,10376,1.46E-13,1.63E-13,444312.8685,87.21518714,-20.86201813,12.19870791,2.9,3.7,0,-8,0,0
0.262736374,1.14E-46,0.227669594,0,0.800796813,1,0,0.997011526,1.13E-31,0.444130907,10377,1.44E-13,1.71E-13,444338.1421,87.36622673,-67.20804685,10.65926161,2.4,3.7,0,-8,0,0
0.262513904,1.07E-46,0.22841985,0.036144578,0.812749004,1,0.011173184,0.985284335,1.07E-31,0.493576791,10378,1.40E-13,1.64E-13,444373.0123,87.29190509,-72.78716103,11.84594404,1.3,4.5,3,-5,0,2
0.262680756,1.06E-46,0.227093854,0.036144578,0.812749004,1,0.011173184,0.590167444,1.53E-31,0.620568597,10379,1.43E-13,1.63E-13,444311.383,84.78783269,-27.32088214,14.89369915,1.3,4.5,3,-5,0,2
0.261123471,1.03E-46,0.22945467,0.036144578,0.816733068,1,0.011173184,0.992761463,6.05E-32,0.428461245,10380,1.15E-13,1.60E-13,444421.1084,87.33929175,-119.4827041,10.28319567,2.4,4.9,3,-4,0,2
0.259443826,9.81E-47,0.229182751,0.036144578,0.816733068,1,0.011173184,0.99314875,5.51E-32,0.478416371,10381,8.48E-14,1.55E-13,444408.4702,87.3417462,-124.8784757,11.48209972,2.8,4.6,3,-4,0,2
0.263737486,1.06E-46,0.227675397,0.084337349,0.80876494,1,0.016759777,0.983860278,8.32E-33,0.413178014,10382,1.62E-13,1.63E-13,444338.4118,87.28288006,-171.6182108,9.916403919,3.3,5.1,7,-6,0,3
0.265183537,1.00E-46,0.230417716,0.084337349,0.804780876,1,0.016759777,0.996854807,2.63E-33,0.462319993,10383,1.88E-13,1.57E-13,444465.8686,87.36523352,-177.3066901,11.09579275,2.8,6.1,7,-7,0,3
0.261735261,1.04E-46,0.23090158,0.036144578,0.796812749,1,0.011173184,0.97149724,3.17E-31,0.398175037,10384,1.26E-13,1.61E-13,444488.3575,87.20452871,136.3472038,9.556338163,2.8,5.1,3,-9,0,2
0.262903226,1.12E-46,0.229324242,0.036144578,0.792828685,1,0.011173184,0.997400944,3.10E-31,0.445904823,10385,1.47E-13,1.69E-13,444415.0464,87.36869469,130.1503639,10.70183491,2.3,3.1,3,-10,0,2
0.261123471,1.05E-46,0.228256361,0,0.80876494,1,0,0.983011317,3.05E-31,0.49506725,10386,1.15E-13,1.62E-13,444365.4137,87.27749973,124.4692759,11.88171449,1.5,4.3,0,-6,0,0
0.261679644,1.13E-46,0.226990099,0,0.820717131,1,0,0.993930771,2.58E-31,0.429992075,10387,1.25E-13,1.70E-13,444306.5607,87.3467023,77.78833457,10.31993499,0.9,5.4,0,-3,0,0
0.262124583,1.18E-46,0.225959426,0.036144578,0.824701195,1,0.011173184,0.991809651,2.53E-31,0.479919317,10388,1.33E-13,1.75E-13,444258.6573,87.3332596,72.38259257,11.51816984,2.7,5.7,3,-2,0,2
0.264905451,1.06E-46,0.228415547,0.036144578,0.820717131,1,0.011173184,0.986182005,2.06E-31,0.414669949,10389,1.83E-13,1.63E-13,444372.8123,87.29759412,25.63895854,9.952209799,2.2,6.3,3,-3,0,2
0.264349277,1.21E-46,0.229074118,0,0.824701195,1,0,0.996462951,2.00E-31,0.464106163,10390,1.73E-13,1.78E-13,444403.4212,87.36275011,20.05646351,11.13866016,2.5,6.4,0,-2,0,0
0.26429366,1.26E-46,0.22837641,0,0.832669323,1,0,0.974181887,1.54E-31,0.399545924,10391,1.72E-13,1.83E-13,444370.9933,87.22154279,-26.43907482,9.589238937,2,6.6,0,0,0,0
0.262736374,1.07E-46,0.227346231,0,0.828685259,1,0,0.997409763,1.48E-31,0.447481188,10392,1.44E-13,1.64E-13,444323.1129,87.36875058,-32.56188991,10.73966706,2.4,6.7,0,-1,0,0
0.262791991,1.10E-46,0.22802254,0,0.820717131,1,0,0.980608765,1.42E-31,0.496340218,10393,1.45E-13,1.67E-13,444354.5462,87.26227344,-38.3521472,11.91226522,2.5,6.9,0,-3,0,0
0.262458287,1.12E-46,0.228456928,0,0.820717131,1,0,0.994898553,9.51E-32,0.431489279,10394,1.39E-13,1.69E-13,444374.7356,87.35283566,-84.9523134,10.35586734,2.6,6.9,0,-3,0,0
0.264404894,1.18E-46,0.229439682,0,0.836653386,1,0,0.990361663,8.96E-32,0.48137217,10395,1.74E-13,1.75E-13,444420.4118,87.3240829,-90.37396993,11.55303777,3.2,6.2,0,1,0,0
0.262347052,1.10E-46,0.229850494,0,0.836653386,1,0,0.988319475,4.29E-32,0.416203584,10396,1.37E-13,1.67E-13,444439.5054,87.31114044,-137.0884696,9.989016447,2.6,6.1,0,1,0,0
0.261735261,1.04E-46,0.229250007,0,0.84063745,1,0,0.99577996,3.73E-32,0.465777125,10397,1.26E-13,1.61E-13,444411.5961,87.35842162,-142.6214701,11.17876262,2,6.6,0,2,0,0
0.265183537,1.16E-46,0.230661475,0,0.836653386,1,0,0.977231464,3.51E-31,0.401172424,10398,1.88E-13,1.73E-13,444477.198,87.24086963,170.8670367,9.628274329,2.5,6.8,0,1,0,0
0.262347052,1.02E-46,0.23270764,0,0.836653386,1,0,0.997552093,3.45E-31,0.449488574,10399,1.37E-13,1.59E-13,444572.2991,87.3696526,164.881404,10.78784358,3,6.2,0,1,0,0
0.262680756,1.14E-46,0.23170244,0,0.836653386,1,0,0.977766175,3.39E-31,0.497991275,10400,1.43E-13,1.71E-13,444525.5797,87.24425839,158.9629395,11.95188998,3.3,6.3,0,1,0,0
0.26051168,1.07E-46,0.229476573,0,0.832669323,1,0,0.995796352,2.93E-31,0.433322941,10401,1.04E-13,1.64E-13,444422.1264,87.35852551,112.4285803,10.39987451,2.9,6.6,0,0,0,0
0.262513904,1.17E-46,0.228401082,0,0.832669323,1,0,0.988470412,2.87E-31,0.483015486,10402,1.40E-13,1.74E-13,444372.14,87.31209701,106.9384728,11.59247673,2.7,7.5,0,0,0,0
0.261123471,1.12E-46,0.22638558,0,0.832669323,1,0,0.990057707,2.40E-31,0.417815003,10403,1.15E-13,1.69E-13,444278.464,87.32215657,60.21256129,10.02768989,3.6,7.5,0,0,0,0
0.263848721,1.16E-46,0.226822587,0,0.84063745,1,0,0.99498404,2.35E-31,0.467642798,10404,1.64E-13,1.73E-13,444298.7751,87.35337744,54.77115956,11.22353806,3.7,8.1,0,2,0,0
0.263904338,1.22E-46,0.228741654,0,0.836653386,1,0,0.980111159,1.88E-31,0.402750698,10405,1.65E-13,1.79E-13,444387.969,87.25911984,8.156279368,9.666152297,3.8,7.7,0,1,0,0
0.263348165,1.24E-46,0.228339394,0.084337349,0.820717131,1,0.016759777,0.997332071,1.82E-31,0.4513604,10406,1.55E-13,1.81E-13,444369.2729,87.3682582,2.276385363,10.83276669,3.7,7.5,7,-3,0,3
0.263515017,1.20E-46,0.22369611,0.084337349,0.836653386,1,0.016759777,0.536909561,9.63E-32,0.276391567,10407,1.58E-13,1.77E-13,444153.4635,84.45030828,-83.71543287,6.633581141,4,7.2,7,1,0,3
0.263848721,1.21E-46,0.226297398,0,0.848605578,1,0,0.974800869,1.76E-31,0.499300301,10408,1.64E-13,1.78E-13,444274.3655,87.22546562,-3.844626538,11.9833061,3.8,7.5,0,4,0,0
0.264516129,1.17E-46,0.226976484,0,0.856573705,1,0,0.996267915,1.30E-31,0.434856895,10409,1.76E-13,1.74E-13,444305.9279,87.36151406,-50.29795814,10.43668883,2.6,7.9,0,6,0,0
0.262680756,1.09E-46,0.227739712,0.084337349,0.856573705,1,0.016759777,0.986517943,1.24E-31,0.484382427,10410,1.43E-13,1.66E-13,444341.401,87.29972314,-55.84813679,11.62528278,3.1,8.4,7,6,0,3
0.26134594,1.13E-46,0.228932478,0.084337349,0.848605578,1,0.016759777,0.991572156,7.75E-32,0.419239353,10411,1.19E-13,1.70E-13,444396.8381,87.33175446,-102.5533282,10.06187376,3.2,8.5,7,4,0,3
0.2621802,1.04E-46,0.230225992,0,0.84063745,1,0,0.994113216,7.21E-32,0.469232602,10412,1.34E-13,1.61E-13,444456.9577,87.34785855,-107.935113,11.26169274,2.3,10.4,0,2,0,0
0.263348165,1.06E-46,0.229995034,0,0.836653386,1,0,0.982659862,2.54E-32,0.404295774,10413,1.55E-13,1.63E-13,444446.2233,87.27527237,-154.5660372,9.703233545,2.6,9.6,0,1,0,0
0.26512792,1.18E-46,0.229542719,0,0.832669323,1,0,0.997173757,1.97E-32,0.453372974,10414,1.87E-13,1.75E-13,444425.2007,87.36725488,-160.2775731,10.88106769,3.6,8.2,0,0,0,0
0.263681869,1.14E-46,0.232060046,0,0.832669323,1,0,0.971587693,1.35E-32,0.501090266,10415,1.61E-13,1.71E-13,444542.2004,87.20510196,-166.4786568,12.02626457,3.5,8.4,0,0,0,0
0.263848721,1.14E-46,0.232192023,0,0.852589641,1,0,0.99689893,3.27E-31,0.437020744,10416,1.64E-13,1.71E-13,444548.3344,87.36551315,147.2026675,10.48862038,2.2,10.4,0,5,0,0
0.262903226,1.21E-46,0.229887552,0,0.864541833,1,0,0.984082304,3.22E-31,0.486238258,10417,1.47E-13,1.78E-13,444441.2278,87.28428716,141.5416779,11.66982204,3.8,12.2,0,8,0,0
0.263848721,1.23E-46,0.228703442,0,0.864541833,1,0,0.993042986,2.75E-31,0.421133699,10418,1.64E-13,1.80E-13,444386.193,87.34107592,94.85042567,10.10733735,4,11.7,0,8,0,0
0.2621802,1.26E-46,0.227155279,0,0.856573705,1,0,0.992669025,2.70E-31,0.471044854,10419,1.34E-13,1.83E-13,444314.2379,87.33870592,89.43916194,11.3051861,4.1,12,0,6,0,0
0.262847608,1.27E-46,0.225943637,0.036144578,0.852589641,1,0.011173184,0.98515312,2.23E-31,0.405981602,10420,1.46E-13,1.84E-13,444257.9235,87.29107351,42.76279791,9.743692761,4.3,12.6,3,5,0,2
0.263904338,1.20E-46,0.229286577,0.036144578,0.87250996,1,0.011173184,0.996957073,2.17E-31,0.455426197,10421,1.65E-13,1.77E-13,444413.2958,87.36588163,37.18359186,10.93034427,3.6,19,3,10,0,2
0.265072303,1.28E-46,0.2295841,0.036144578,0.876494024,1,0.011173184,0.973001126,1.71E-31,0.391289015,10422,1.86E-13,1.85E-13,444427.124,87.21405966,-9.159377041,9.39107627,3,18.4,3,11,0,2
0.264794216,1.26E-46,0.22831812,0.036144578,0.87250996,1,0.011173184,0.997097253,1.65E-31,0.43902752,10423,1.81E-13,1.83E-13,444368.2841,87.36677003,-15.3527515,10.53678225,2.9,16.9,3,10,0,2
0.263848721,1.34E-46,0.22792601,0.036144578,0.864541833,1,0.011173184,0.98145671,1.59E-31,0.487879202,10424,1.64E-13,1.91E-13,444350.0597,87.26764733,-21.14538108,11.70920407,2.6,17.4,3,8,0,2
0.263292547,1.22E-46,0.228348345,0.036144578,0.87250996,1,0.011173184,0.994188202,1.12E-31,0.422960857,10425,1.54E-13,1.79E-13,444369.6889,87.34833378,-67.7695424,10.15118843,0.7,16.7,3,10,0,2
